Product_id,precision_mean,precision_ver,recall_mean,recall_var,f1_mean,f1_var
1,0.9099059605630515,0.0005980162319142774,0.7923478566100653,0.000854116651836075,0.8464368157693091,0.000257123457408797
5,0.5892063492063493,0.04637077349458301,0.17425287356321836,0.004996485665213371,0.2610581575287457,0.009774124473506752
6,0.5285861229737797,0.0023707327630189457,0.4509783183500793,0.002633801292604537,0.4818186440499922,0.0002914288458649277
7,0.5596174659174155,0.0012747668383396144,0.4967741935483871,0.002643080124869925,0.5235953893061649,0.0006423640170846873
10,0.4833333333333333,0.03648526077097506,0.05895390070921985,0.0004372107791358585,0.10460685284214695,0.0013387967025938433
26,0.33615384615384614,0.018151479289940826,0.027692307692307693,0.0005112426035502959,0.05025817320431207,0.0015451520568335575
29,0.4269230769230769,0.0149335963182117,0.033732718894009216,5.787205483409383e-05,0.06212886419187712,0.00017072732589467528
30,0.2,0.16000000000000003,0.002173913043478261,1.890359168241966e-05,0.004301075268817204,7.399699387212395e-05
32,0.48154882080285305,0.0029465446024314313,0.2887960687960688,0.0006087152151034221,0.3605685416240459,0.0010251355651431412
33,0.43758611992815133,0.004121279437895617,0.16822969758749579,0.0011521565769555871,0.24186352584906579,0.001855704023906982
36,0.6075728988555562,0.0016682903386065213,0.6249625187406298,0.0008537635230360834,0.6146730741271746,0.00033505891322116205
39,0.7379990747214373,0.0013186090783238044,0.8682522522522522,0.0022878065092119164,0.7964532289772519,0.0006303557213975751
42,0.6403370712833629,0.0024609480524790195,0.48193456614509245,0.006680898162518288,0.5450313288049538,0.002947060117001905
43,0.6127615233736515,0.015673491949916858,0.467588932806324,0.013436547985439548,0.5061893475598529,0.003052103581384246
50,0.6322510822510823,0.002656921721856783,0.6431932773109243,0.006752799943506811,0.6329420579420579,0.0013859371304270154
54,0.8810807013376888,0.00025639378566876854,0.8831390831390831,0.0006530743979753305,0.8818219303315532,0.00020154232158780898
55,0.6300771959308544,0.005812006712244469,0.3987900786448881,0.0025131523135811648,0.4871561198455551,0.0030851991125252433
58,0.6178297724837714,0.0026527818698420013,0.4930519480519481,0.0028023106763366496,0.5468264369968171,0.0020303038920593186
66,0.2833333333333333,0.026666666666666665,0.0645021645021645,0.0013725379959146193,0.10292686623721106,0.003306414724996163
80,0.6675239514786402,0.0023694899844201233,0.6927536231884057,0.0014166537662917195,0.6784051612622721,0.0009273335359162499
83,0.7661354326676907,0.0003164648292739063,0.8836065573770492,0.0005952700886858373,0.8206603784869761,0.0004088983603641805
97,0.7019444444444444,0.001641666666666667,0.8457355242566509,0.0009197971693838902,0.7667893655449253,0.001127842773142445
113,0.6173612848478831,0.0006497735970242515,0.7634634051640458,0.0025698244222311837,0.6809651485181503,0.00017117379247920573
114,0.6255488379925254,0.00029531936611710196,0.8069020669291339,0.003123425778101556,0.7035056766901878,0.000378490760664352
118,0.6427450980392156,0.0002546520569011916,0.36571428571428577,0.003395918367346939,0.46255066966931374,0.0019584673182148375
119,0.6182072261360358,0.0010526624301748777,0.5055555555555555,0.0019753086419753104,0.554137867678362,0.0005845120632888146
147,0.526772453395915,0.0019337886214968597,0.22115384615384612,0.0007370453112211352,0.3106597564796463,0.0010315824795642376
154,0.6024462480451994,0.0009181455194852324,0.802390438247012,0.001210139521594896,0.6879721967306744,0.0009093195648656778
155,0.5972446292882494,0.0002556710601958526,0.7336405529953917,0.0010652169296438664,0.6579495345838504,0.0002122730800623784
157,0.5525478877338313,0.0004233332818315354,0.6399059929494713,0.000801804540452168,0.5928896884991088,0.000502215692231528
158,0.5085843313818142,0.0019183047076077576,0.25223587223587224,0.001614367729355444,0.33539464079783626,0.0015294549452116398
163,0.5683567275354532,0.0008765284706993848,0.6699748743718592,0.0004888654326910936,0.6141054613119925,0.00021277234181472826
164,0.5493506362299055,0.0008403489285139159,0.3442958459979737,0.003197672683076551,0.4220269964939349,0.0026365094902090387
181,0.5643733087765799,0.0012282987764723116,0.6888020018767594,0.0013735938123880403,0.6192718355274247,0.0006177556194235311
185,0.6288062200417648,0.001005686740676756,0.3971780515117581,0.0020249440403085333,0.4859595717481623,0.0016708355314157756
186,0.6355762012012012,0.0005623487596923091,0.5535703790772848,0.003501263210997125,0.5900248271818489,0.0013551591313396838
187,0.5554258256476192,0.010162737964226775,0.32624784853700517,0.004150818502269053,0.40911439017846385,0.0055072543619874865
197,0.645680942136166,0.001040685723945503,0.6735294117647058,0.0026297577854671244,0.6584729074599805,0.0011902943108573958
