Product_id,precision_mean,precision_ver,recall_mean,recall_var,f1_mean,f1_var
1,0.913035217125602,0.0006317621703650853,0.7904523715501733,0.00029415504271116234,0.8471447084542245,0.00027976521491663
5,0.5083694083694084,0.003001276421189841,0.1542528735632184,0.0006777117188532173,0.2346366736610639,0.0008117916865974341
6,0.5484902258254218,0.004463858458414648,0.39227921734531995,0.005349104178802372,0.45109085629002255,0.001937631005987938
7,0.5719795891778167,0.002498413450151524,0.4870967741935484,0.0009781477627471384,0.5255680606839117,0.001272686879126911
10,0.3866666666666666,0.013155555555555554,0.06294326241134751,0.000340148885870932,0.10532909438569815,0.0006274439125559998
26,0.12093200916730326,0.012203321775963663,0.012307692307692308,0.00010887573964497044,0.022286148501953974,0.00036079107381967266
29,0.44480519480519476,0.027416090403103395,0.02854629241726016,0.00028043930878910675,0.05271200045461649,0.0008920309424409037
30,0.06666666666666667,0.017777777777777778,0.002173913043478261,1.890359168241966e-05,0.004210526315789474,7.091412742382269e-05
32,0.5003670838964956,0.003423658366644099,0.27074529074529075,0.002492140744720598,0.3485314356842575,0.0020939103663243233
33,0.43164529914529914,0.0047283968880122715,0.14597349643221202,0.0009895183708492855,0.21609584340286717,0.001513591726313128
36,0.6001670022933597,0.0006776261353933002,0.6389655172413794,0.0015267367815342708,0.6187868189743317,0.0009559098753499837
39,0.7147839928350431,0.0006083237476009211,0.8843603603603605,0.0012049982955928905,0.7899068279225944,0.0003053430423008628
42,0.5775291296691768,0.015064631608404997,0.44950213371266,0.021123249475424367,0.4979348601805853,0.014080096720474672
43,0.5081973581973582,0.005953842410718868,0.3695652173913043,0.02770079207611429,0.4153380513044379,0.013789067850407278
50,0.6244801197192743,0.012675833162205464,0.624873949579832,0.009521813431254859,0.6211215647924508,0.00906065636190876
54,0.8841224143899982,0.00015583858764634456,0.8887626262626263,0.0015765929496990108,0.8858773488029156,0.0003717273497786705
55,0.5981783727611711,0.00868259176217861,0.3812462189957653,0.0016088953008133108,0.46215033293346536,0.001516781510726936
58,0.6285144485144485,0.008341258601962713,0.485974025974026,0.004876640242874006,0.5460772116566198,0.0049991782511465115
66,0.31111111111111106,0.01308641975308642,0.06493506493506493,0.0005303498809992316,0.10291756272401434,0.0008936973460144535
80,0.6770290386076881,0.0005787340547646455,0.6699062233589088,0.0028125433797819522,0.6718605219865724,0.0007087374580993488
83,0.7620867267680429,0.0003169695430062239,0.8868852459016393,0.0002996506315506587,0.8197355099115502,0.0002929159564620018
97,0.7282657904344652,0.0002580488371221945,0.8711658841940532,0.0014496499077931322,0.7930828218065245,0.0005070310071593591
113,0.6102289149989446,0.0020858178765094395,0.7576198796350223,0.0022397936802827584,0.6749029558610931,0.0014901627281462477
114,0.6107368544303856,0.0009378037578289186,0.8366633858267717,0.0013840973678041105,0.7052785342625505,0.0005827485364888059
118,0.5324549846288976,0.006649377352574598,0.32,0.003722448979591837,0.3990954125717677,0.0047313867335227935
119,0.6154037713934847,0.004466618344576436,0.4,0.006358024691358025,0.47935574110172813,0.004080819601427911
147,0.5415547535628672,0.0010742200392712732,0.22600028176951253,0.0038374093845841032,0.3157280350287276,0.004330240375759377
154,0.5948959347399178,9.695301264531994e-05,0.7904382470119522,0.0014387073221059988,0.6784392733730006,0.00022474824638283203
155,0.5949056315763933,0.0004467991432305171,0.7465437788018433,0.0011892374015162774,0.6616471427895287,0.0003785071183232249
157,0.5589254910024537,0.001057728316141255,0.6431962397179788,0.0006529356490808489,0.5969426836636307,0.00022617141816735415
158,0.5495264284829502,0.0022241079002393153,0.26321048321048324,0.0007181702139933095,0.3550739959747667,0.0008559448150223777
163,0.581752842151114,0.001396500249282703,0.707105527638191,0.0015455199111133557,0.6371982976194726,0.0007794273015734355
164,0.5331987114009585,0.0008368444237336868,0.34576494427558263,0.001805199713807358,0.41724919162944313,0.0008806613376906682
181,0.5696673848446986,0.0002455996174484884,0.693128975080805,0.005551026777278043,0.6231123273819054,0.0010266878735179473
185,0.6190415674064806,0.003746504230971457,0.40976483762597987,0.000566011870351584,0.49079748602096585,0.0003432179381193468
186,0.6375570727945568,0.003690371348523673,0.5702909197766677,0.000703374120896766,0.6011128748186859,0.001343123572216972
187,0.5445087425922666,0.001369523193659118,0.32358003442340794,0.002897953587977021,0.4042079406737383,0.002573581749440548
197,0.6419094984312377,0.0009053713514937074,0.6823529411764706,0.0017820069204152252,0.6606991830890673,0.0007186391629916891
